"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000244649",22.5509605598768,-6.39252572371426,1.54396387594363,-4.14033373663443,3.46800896217418e-05,0.0088889123217493
"ENSG00000130720",28.9367657371552,-4.65297111648699,1.12925823707466,-4.12037828348325,3.78250850661449e-05,0.00957071639571073
"ENSG00000160716",52.3129689916452,2.41203566241554,0.586431575749147,4.11307262801162,3.90427486436199e-05,0.00975376819279091
"ENSG00000249816",35.027628914546,-3.61958704803009,0.881217370498442,-4.10748490577614,3.9999090887762e-05,0.00986777572201088
"ENSG00000079931",113.063365482188,-4.84273201065266,1.18643036251686,-4.0817667548388,4.46946398576611e-05,0.0107572367345219
"ENSG00000185070",267.310630268126,2.97152874000143,0.727690304986638,4.08350739268953,4.43610173717004e-05,0.0107572367345219
"ENSG00000171840",24.0491284680453,-4.13375054148276,1.01455945478239,-4.07442907559261,4.61273678341978e-05,0.0109683100189847
"ENSG00000108846",33.5595511661224,-3.74201282972555,0.919429620125261,-4.06992851635098,4.70275651221919e-05,0.0110492383958521
"ENSG00000141293",50.1930905383596,-4.31638074793547,1.06140461645095,-4.06666852681334,4.7690000922013e-05,0.011073057155257
"ENSG00000162398",12.0623804484825,-6.9643116733118,1.71819491027203,-4.05327220542702,5.05061775498923e-05,0.0114573554037319
"ENSG00000204118",10.4238988220002,6.95163037771528,1.71410883007399,4.05553618052083,5.00194288458876e-05,0.0114573554037319
"ENSG00000156222",21.1435757499368,-3.24412605658921,0.801955869862557,-4.04526754962864,5.22634012279344e-05,0.0117212555299376
"ENSG00000105641",20.3369434713428,-5.29479019080991,1.30998666000754,-4.04186573226587,5.30275945713048e-05,0.0117590180501042
"ENSG00000089558",22.1320917045273,-4.0114305665231,0.993158994566449,-4.03906181031391,5.36654231847693e-05,0.0117682310219401
"ENSG00000091428",1074.26080515368,2.42021203134594,0.600451172446116,4.03065585081046,5.56214336867279e-05,0.0119364561323703
"ENSG00000175592",36.1055296360379,-4.38875632560325,1.08886789174081,-4.03056822493573,5.56421749178188e-05,0.0119364561323703
"ENSG00000182557",27.9882101765817,-4.1039727076735,1.01978150465452,-4.02436471826761,5.71293225816917e-05,0.0121237022631427
"ENSG00000138411",18.6554532441352,-2.78716406486284,0.694831485163792,-4.0112806117383,6.03902795680601e-05,0.0124394018866047
"ENSG00000179388",77.9131377903306,-4.59991201354922,1.14661025341145,-4.01174854303225,6.02706785995861e-05,0.0124394018866047
"ENSG00000004939",11.0453864149902,-6.83747934831335,1.70475780756535,-4.01082154777065,6.05078324439628e-05,0.0124394018866047
"ENSG00000183111",1147.02344904334,1.4904178764981,0.372181492567911,4.00454591714053,6.21367214172617e-05,0.0125135748356232
"ENSG00000131269",446.376183050955,1.33842659176828,0.334129845243271,4.00570799293252,6.18319972583358e-05,0.0125135748356232
"ENSG00000082482",729.524547068895,2.43074076188151,0.609925219628279,3.98530948328867,6.73922310156335e-05,0.0129131366148014
"ENSG00000164099",25.5941173159453,3.46745306346339,0.869563202340853,3.98758026343462,6.6750624963275e-05,0.0129131366148014
"ENSG00000158516",16.0221572172392,-5.893068450528,1.47848922396845,-3.98587176354947,6.72328180307622e-05,0.0129131366148014
"ENSG00000253557",28.8590191610588,-5.20190899537063,1.3023120750423,-3.99436440394033,6.48680319694197e-05,0.0129131366148014
"ENSG00000267134",6.70516634451906,-6.11849623734459,1.5336095818653,-3.98960485751711,6.61834568974181e-05,0.0129131366148014
"ENSG00000009950",20.7493650882007,-3.35498908037935,0.842758996112842,-3.98095908302844,6.86377647554641e-05,0.0130253358193638
"ENSG00000205364",71.3895302602209,-4.06196898822898,1.0210069231195,-3.9783951472321,6.93819959987961e-05,0.0130411721241166
"ENSG00000186583",48.5473419608338,-3.15576629980778,0.794226608317699,-3.97338274336113,7.08590485601741e-05,0.0131931526639962
"ENSG00000087258",408.759916653439,2.19567457132347,0.554493075313578,3.9597871805374,7.50165851934511e-05,0.0138367039754949
"ENSG00000197595",362.218966785339,-4.13269399993136,1.04667378377907,-3.94840690956267,7.8672997481409e-05,0.0143767618360471
"ENSG00000183580",138.231094733334,2.62458849648294,0.665264384419086,3.94518113091948,7.9739679686479e-05,0.0144380029201133
"ENSG00000257986",11.0244432952264,-4.37032146723253,1.10937547795155,-3.93944300562897,8.1671000652519e-05,0.0146532624443465
"ENSG00000281103",27.0626588288371,-5.04471655195082,1.28281572530828,-3.93253407517941,8.40550601283253e-05,0.0148976949357597
"ENSG00000261235",56.6906909083964,-2.26748094311266,0.576799444635205,-3.93114272942256,8.45430600326856e-05,0.0148976949357597
"ENSG00000091136",240.91806814127,2.49530405134799,0.637749774130044,3.91266943959618,9.12814474074088e-05,0.0159427490799347
"ENSG00000115155",24.1709630795777,-4.93752243204072,1.26268933829389,-3.91032242238789,9.21730027622742e-05,0.0159572489694407
"ENSG00000130226",465.281158521545,2.13171468227704,0.546679593117425,3.89938587266629,9.64369799644079e-05,0.0165502629267613
"ENSG00000283408",9.6127373353896,-6.63741285510834,1.70377322824902,-3.89571378693962,9.79099552808365e-05,0.0166581972191603
"ENSG00000169760",1109.35238379628,4.09878360999559,1.05344450893805,3.89083959830735,9.98979568439118e-05,0.0167083565785715
"ENSG00000169946",26.2815688583312,-3.72596131461098,0.957326153786001,-3.89205006034326,9.94007277996806e-05,0.0167083565785715
"ENSG00000165795",909.030040742293,1.80860258185503,0.465129388658375,3.88838595443687,0.000100913067786175,0.0167363050909912
"ENSG00000170542",1355.63248053317,-1.86959628456127,0.481781986587236,-3.88058569355155,0.000104205220812782,0.016857329819353
"ENSG00000286523",6.4828038464225,-6.07363018149565,1.56433584505444,-3.88256153606472,0.000103361847645215,0.016857329819353
"ENSG00000172915",212.40839225351,2.14872846339683,0.553278957329308,3.88362585443118,0.000102910225391059,0.016857329819353
"ENSG00000071967",1293.34095610266,2.74688658819017,0.709075201484221,3.87390023292374,0.000107107274559313,0.0169109533656208
"ENSG00000162804",482.133185962371,2.18609446481934,0.564149430834841,3.87502733377629,0.000106612731679193,0.0169109533656208
"ENSG00000177238",6.68091619016406,-6.11732057810087,1.57781398714531,-3.87708603671892,0.000105714983043681,0.0169109533656208
"ENSG00000218052",10.1982701370432,-6.71872997060385,1.73755697821541,-3.86676814334137,0.000110287189510361,0.0171388029305236
"ENSG00000229107",9.46165113070713,-5.87011775917094,1.51806806943136,-3.8668343517493,0.000110257264474561,0.0171388029305236
"ENSG00000285791",78.1513979618184,-2.44371717829937,0.632817839353094,-3.86164394606431,0.000112626623171024,0.0173656174601823
"ENSG00000023892",410.077799837893,-2.8338648527258,0.735634704548518,-3.85227183438148,0.000117027003888652,0.017497310217776
"ENSG00000253438",69.3056170765983,-3.0639533011179,0.795223150870508,-3.85294781441395,0.000116704270520022,0.017497310217776
"ENSG00000169715",192.340743400296,-2.60822800267081,0.676709265372069,-3.85428150039701,0.000116069988429823,0.017497310217776
"ENSG00000225872",92.5102969903747,-2.90455056015989,0.753398904618051,-3.85526252076568,0.000115605505839152,0.017497310217776
"ENSG00000248713",66.3233671679526,-2.38609004619705,0.62091624422276,-3.84285331298405,0.000121612160120557,0.0180461473093181
"ENSG00000275302",96.6011457950864,-4.08825282161857,1.06561671581433,-3.83651341138582,0.000124793384123693,0.018380016634815
"ENSG00000000938",60.1250760700869,-3.68515747224659,0.961197951666077,-3.83392147877447,0.000126116414860694,0.0184372856569679
"ENSG00000147689",21.3018431272029,-4.65936735704803,1.21931818599054,-3.82128915207059,0.000132755887913581,0.0192652220872237
"ENSG00000228334",8.38355145798424,-6.4381801720517,1.69164080974924,-3.80587896375357,0.000141301475826232,0.0201057434132536
"ENSG00000171798",643.965978109335,2.12918383599619,0.559523857319513,3.80534950948541,0.000141604090719611,0.0201057434132536
"ENSG00000160307",737.641166354477,-2.04667895759464,0.537593248882234,-3.80711432267817,0.000140597760948617,0.0201057434132536
"ENSG00000254101",48.0507985037775,-3.23501787122211,0.85053052137872,-3.80352943240427,0.000142649036286043,0.020109438429581
"ENSG00000221955",47.2171757006444,-3.12999061696683,0.823600155697434,-3.80037642697666,0.00014447645158197,0.0202226045987359
"ENSG00000164796",33.0377234833937,-4.06992010438626,1.07154823452978,-3.79816789691436,0.000145769573440888,0.0202599176156997
"ENSG00000159339",9.01900695474209,-6.54560732727335,1.72686597809182,-3.79045473726122,0.00015037173393278,0.020355454319223
"ENSG00000176601",27.2858023137776,-3.57824511748117,0.94372946808842,-3.79160049407921,0.000149679558014538,0.020355454319223
"ENSG00000138166",134.923648722471,-3.5760231384686,0.944357517738342,-3.78672597114796,0.000152645279653679,0.020355454319223
"ENSG00000132470",80.0604019996266,1.94994759298302,0.513803906334303,3.79512021793447,0.000147571932471238,0.020355454319223
"ENSG00000167769",6.23979768854638,-6.01886545330587,1.58905451901625,-3.78770229798787,0.000152046875473005,0.020355454319223
"ENSG00000076662",22.7659344553489,-5.86611047192396,1.54777604453423,-3.79002536745504,0.000150631900681959,0.020355454319223
"ENSG00000286639",618.569159050815,3.75695116314209,0.993827243255509,3.7802859487282,0.00015664834451238,0.0206037047035594
"ENSG00000258628",35.3172894940318,-4.66779742168917,1.23528650376688,-3.7787164414532,0.000157638802707614,0.0206037047035594
"ENSG00000180061",31.081805883963,-3.58012323586531,0.947006409529312,-3.78046357431174,0.000156536621227139,0.0206037047035594
"ENSG00000196368",29.6460567221276,2.18528740019275,0.579227273910136,3.77276329797237,0.00016144944256066,0.0206906895998518
"ENSG00000272163",11.336308867268,5.53625431944179,1.46723768887924,3.77324980226665,0.000161134805252832,0.0206906895998518
"ENSG00000078328",113.449955247656,-3.33962555064763,0.885050842743725,-3.773371414793,0.000161056244877848,0.0206906895998518
"ENSG00000168389",24.9870836996139,-3.91241567323379,1.04201732300586,-3.75465511643111,0.000173580321141934,0.0211467976423285
"ENSG00000233358",16.2111505139924,-5.91151339687756,1.57409048414534,-3.75551053539799,0.000172988483597118,0.0211467976423285
"ENSG00000237339",20.6401650817866,-5.31692388187054,1.41537875743122,-3.75653785529484,0.000172280221461749,0.0211467976423285
"ENSG00000255733",47.8832890678473,-4.93623439928728,1.3112109835436,-3.7646377747286,0.00016679068614482,0.0211467976423285
"ENSG00000132874",11.1225656664045,-5.36295975160307,1.4269210771283,-3.75841371857516,0.000170993982180606,0.0211467976423285
"ENSG00000233896",5.98646970078047,-5.958145320551,1.58487618064652,-3.75937590160545,0.000170337743851928,0.0211467976423285
"ENSG00000171487",6.45843979754544,-6.06692246922546,1.61226560766599,-3.76297952420401,0.00016790095345436,0.0211467976423285
"ENSG00000279864",19.6215183583889,-6.18883987285133,1.64588541895872,-3.76018877229422,0.000169785187888315,0.0211467976423285
"ENSG00000171848",187.482410572137,-1.97044934527062,0.526157492852507,-3.74498010963987,0.000180408068084032,0.021843764611696
"ENSG00000130433",8.03282723521285,-6.3762738165104,1.70430749504066,-3.74126959780711,0.000183092983922436,0.0220336776261781
"ENSG00000266302",149.521334610308,-7.19329427543503,1.92732796678619,-3.73226269705919,0.000189767442956634,0.0226984863890432
"ENSG00000253100",8.46045520891651,-6.45353473163332,1.73554636212568,-3.71844559872726,0.000200452448812314,0.0238321056009628
"ENSG00000163501",9.22089663792703,5.38300319777109,1.4482681025392,3.71685545537684,0.000201717770927303,0.023838933694738
"ENSG00000151468",161.481365691837,1.76566151382156,0.476284440759397,3.70715766193487,0.000209598465434741,0.0246228292489289
"ENSG00000256538",7.08511169308153,-6.19811513041678,1.67330846038847,-3.70410792579024,0.000212135933440664,0.0246585058961139
"ENSG00000103089",17.6484271130021,-5.03831963840451,1.36031411705126,-3.70379133411189,0.000212400993227572,0.0246585058961139
"ENSG00000126583",15.0019057265375,-4.79683391563366,1.29844017318389,-3.69430491654568,0.00022048909456935,0.0254477939790683
"ENSG00000175643",174.310963176495,-1.73536362522141,0.470578353951891,-3.68772513790302,0.000226267870225557,0.0258898838073145
"ENSG00000267365",15.5307975932966,3.76143946156132,1.02046581511249,3.68600241757895,0.00022780418700631,0.0258898838073145
"ENSG00000127530",105.886474735803,-2.96870326982786,0.805509172103302,-3.68549902675365,0.000228254954523345,0.0258898838073145
"ENSG00000197653",21.693952672193,-3.17625089658917,0.862651076609067,-3.68196479748738,0.000231443373943255,0.0261015224465376
"ENSG00000103489",1298.60648956334,1.5310492920291,0.416159527317119,3.67899613376487,0.000234153817324549,0.0262571576063483
"ENSG00000288546",44.7688355638852,-2.05271698286826,0.558761312323972,-3.6736920355683,0.000239070851059345,0.0264144974579778
"ENSG00000256995",15.7288654333279,-3.51741847644279,0.957600884807977,-3.67315708688816,0.000239572104021991,0.0264144974579778
"ENSG00000235888",41.3856964790988,-2.63687055458255,0.717686630331076,-3.67412522839688,0.000238665665689197,0.0264144974579778
"ENSG00000179104",216.827697962564,-2.97529249426569,0.810351729000834,-3.6716062763687,0.000241030809348783,0.0264276891850421
"ENSG00000109255",22.9750046190958,-4.5136395494218,1.23117875597356,-3.66611227453533,0.000246265838052383,0.0267049592296803
"ENSG00000025423",41.084948035962,-3.25200680608152,0.886840815670686,-3.6669566269592,0.000245454409103375,0.0267049592296803
"ENSG00000153093",25.8834453237215,-3.98255738076893,1.08923765239378,-3.65627957500055,0.000255902257511565,0.0275982893674767
"ENSG00000174469",48.6216509253465,-3.38157172739842,0.926459132817589,-3.64999556657641,0.000262244835092512,0.027999155060355
"ENSG00000125851",55.7375312124946,3.13363352424911,0.858579550624885,3.6497882135306,0.000262456611581155,0.027999155060355
"ENSG00000124721",16.2222583054343,-3.82355818357392,1.04958781082237,-3.64291405078162,0.000269568869056187,0.0286032860198543
"ENSG00000026751",414.619231881469,-6.95339692343711,1.90955142438768,-3.64137714995907,0.000271183523201372,0.0286207380422582
"ENSG00000237473",8.64342592703855,-6.48464435267591,1.78161501726023,-3.63975622671165,0.000272896269756222,0.0286483020207915
"ENSG00000075884",115.562954967368,-3.26048607092774,0.896731338004601,-3.63596757773955,0.000276939165151163,0.0289188961027691
"ENSG00000227790",6.19132679573674,-6.00548315295551,1.6549507272662,-3.62879876361995,0.000284743087985889,0.0295773136025764
"ENSG00000196260",8.51700412796756,-4.96934451614336,1.37275077032854,-3.61999033149626,0.000294614024175027,0.0303997953663092
"ENSG00000266913",43.2022566759042,-2.83622996493965,0.783705090629568,-3.61900158471759,0.000295741827641435,0.0303997953663092
"ENSG00000253304",125.119397324518,-3.39588795934303,0.940001833480283,-3.61263971876525,0.00030309569626588,0.0307536606032595
"ENSG00000124507",44.5022328639447,-2.34653661729282,0.649980817016848,-3.61016287844076,0.000306004788309167,0.0307536606032595
"ENSG00000160963",100.140702946631,-2.78361158940535,0.770677238563409,-3.61190320683945,0.000303958025436701,0.0307536606032595
"ENSG00000221818",11.2263471978584,-4.36033971488244,1.20653904657269,-3.61392341778618,0.000301598178853302,0.0307536606032595
"ENSG00000122025",17.3248739834201,-3.95093562833089,1.09464176943902,-3.6093411914618,0.000306975635328441,0.0307536606032595
"ENSG00000276043",96.7527336376196,-1.97846699629093,0.548779031697997,-3.60521609247585,0.000311893295581458,0.0310885155636144
"ENSG00000234464",7.62914511669975,-6.3049898401819,1.74967822379191,-3.60351392298733,0.000313943922225948,0.031135664568097
"ENSG00000263745",14.6968139625497,-4.15826301125062,1.15465726693651,-3.6012963589474,0.000316634387908376,0.0312454813987986
"ENSG00000111249",44.4895932111459,-3.17957062830015,0.885420267795895,-3.59102986903062,0.000329373882049896,0.0323409101300335
"ENSG00000277654",9.55260222462561,-5.11450195553936,1.4305813998362,-3.5751212451979,0.00035006562806589,0.0340339666773813
"ENSG00000073146",115.48899002063,-3.5493701724634,0.992479511737752,-3.57626543468765,0.000348537765633236,0.0340339666773813
"ENSG00000146285",24.5746441206673,-4.49761083646055,1.26093198898451,-3.56689407180692,0.000361237416662609,0.0349479492904571
"ENSG00000236780",34.4354358794086,-2.50364119783826,0.703036902418477,-3.5611803437709,0.000369191384809244,0.0351657964948031
"ENSG00000183117",34.721939945615,-3.18874688583478,0.895672937292754,-3.56016884407944,0.000370616420293831,0.0351657964948031
"ENSG00000271395",5.34234347183834,-5.78962422885089,1.62539276696853,-3.56198473778675,0.000368061785378745,0.0351657964948031
"ENSG00000138623",463.16911174682,-2.51580008106563,0.706142394396263,-3.56273763058312,0.000367007436743255,0.0351657964948031
"ENSG00000121446",10.9541970438943,-5.33958573067889,1.5025211132873,-3.55375088140801,0.000379778772326686,0.035522814458007
"ENSG00000254202",8.07183912816974,-6.38543383665629,1.79669749655695,-3.55398382248144,0.000379442553273044,0.035522814458007
"ENSG00000166250",15.0232439981139,-3.62601515697522,1.02027916659805,-3.55394413184537,0.00037949982168771,0.035522814458007
"ENSG00000116329",13.8288388160736,-3.65141532996997,1.02809297481015,-3.55163921885981,0.000382839401786817,0.0356017410401902
"ENSG00000176571",26.7441886840461,-3.47248677298662,0.977976654408975,-3.55068472987749,0.000384230383135413,0.0356017410401902
"ENSG00000288016",7.33302988737556,-6.24649742203366,1.76101980674573,-3.5470909515645,0.000389510096539467,0.0359222956322567
"ENSG00000214894",41.4065634249248,-2.47833113456097,0.699277801591959,-3.54412957042089,0.000393911607381816,0.0360659955889482
"ENSG00000133863",56.5579163477354,-4.1645311178987,1.17523039603414,-3.54358696979935,0.000394723097244265,0.0360659955889482
"ENSG00000205334",16.9320300781795,-3.91348958916735,1.10519236342588,-3.54100310378212,0.00039860888918409,0.0360869038391615
"ENSG00000171587",27.4023884490155,-3.08421494703679,0.870738750914227,-3.54206694464733,0.000397004705332233,0.0360869038391615
"ENSG00000244128",27.2240792369255,-4.04175342191459,1.14275346604077,-3.53685509781722,0.000404921758675596,0.0364910311836601
"ENSG00000188573",138.773389362249,1.59662447881561,0.452100574692147,3.53156923081289,0.000413101709575946,0.0365281083151614
"ENSG00000157703",13.3529484023643,-4.67156658226796,1.32441432372196,-3.52726975131137,0.000419868762972565,0.0365281083151614
"ENSG00000223511",9.11007837297083,-5.81516015736599,1.64573991496379,-3.53346242896098,0.000410154381163174,0.0365281083151614
"ENSG00000133124",18.9685509317468,3.30415084153813,0.937799809633729,3.52330082347597,0.000426207307927046,0.0365281083151614
